label,title,content
5,Blue Thunder (helicopter), Blue Thunder is the helicopter in the 1980s American titular film and television series. The aircraft itself was a modified Aérospatiale Gazelle helicopter.
5,Japanese minelayer Sarushima, Sarushima (猿島) was a small Natsushima-class minelayer of the Imperial Japanese Navy which was in service during World War II. She was named after Sarushima Island a small island in Tokyo Bay offshore Yokosuka Kanagawa. She was designed as an auxiliary minelayer and escort vessel.
5,LNER Class P2, The London and North Eastern Railway Class P2 was a class of 2-8-2 steam locomotives designed by Sir Nigel Gresley for working heavy express trains over the harsh Edinburgh to Aberdeen Line. As they were to serve on Scottish expresses they were given famous names from Scottish lore.Six locomotives of the class were built; introduced between 1934 and 1936. Between 1943 and 1944 the class were rebuilt under Gresley's successor Edward Thompson into the LNER Thompson Class A2/2 4-6-2 type.
5,London-class ship of the line, The London class ships of the line were a class of four second rates designed for the Royal Navy by Sir Thomas Slade.
5,DAR Solo, The DAR Solo is a Bulgarian ultralight aircraft designed and produced by Darzhavna Aeroplanna Rabotilnitsa. The aircraft is supplied as a kit for amateur construction or as a complete ready-to-fly-aircraft.
5,East Lancs Myllennium, This article is about the single decker. For links to the full details of the double decker versions see below.The East Lancs Myllennium is a type of bus body built on MAN Volvo DAF/VDL and Alexander Dennis chassis. It was built as a single and double deck body with double deck bodies having slightly different names (see below).
5,USC&GS Thomas R. Gedney, USC&GS Thomas R. Gedney originally USCS Thomas R. Gedney was a survey ship in service in the United States Coast Survey from 1875 to 1878 and in the United States Coast and Geodetic Survey from 1878 to 1915.Thomas R. Gedney was a composite wood and iron steamship built by C. H. Decameter at New York City in 1875. She entered service with the Coast Survey that year.
5,Lulworth (yacht), Lulworth is a racing yacht which was built in Southampton in 1920.
5,USS Speedway (SP-407), USS Speedway (SP-407) was a United States Navy patrol vessel in commission from 1917 to 1919.Speedway was built as a private motorboat of the same name by the Gas Engine & Power Company and the Charles L. Seabury Company at Morris Heights in the Bronx New York.On 2 May 1917 the U.S. Navy acquired her under a free lease from her owner W. Blair of New York City for use as a section patrol boat during World War I. She was commissioned as USS Speedway (SP-407) on 3 May 1917.
5,Austin Montego, The Austin Montego is a British mid-size saloon car that was produced by the Austin Rover subsidiary of British Leyland (BL) and its successors from 1984 until 1995. The Montego was the replacement for both the aged rear driven Morris Ital and the front driven Austin Ambassador ranges to give British Leyland an all-new competitor for the Ford Sierra and Vauxhall Cavalier.On its launch it was sold as an Austin and also an MG.
5,USS Sadie Ross (SP-736), USS Sadie Ross (SP-736) was a United States Navy patrol vessel in commission from 1917 to 1920.Sadie Ross was built in 1904 as a commercial tug of the same name by the Atlantic Works at East Boston Massachusetts. On 17 May or 2 June 1917 the U.S. Navy acquired her from Rosstown Boat for use as a section patrol boat during World War I. She was commissioned as USS Sadie Ross (SP-736) on 7 June 1917 with Boatswain's Mate J. E. Green USNRF in command.
5,New South Wales 82 class locomotive, The 82 class are a class of diesel locomotives built by Clyde Engineering Braemar for FreightCorp in 1994/95.
5,Buchanan BAC-204 Ozzie Mozzie, The Buchanan BAC-204 Ozzie Mozzie is an Australian two-seat light aircraft designed and built by Buchanan Aircraft Corporation of Queensland for certification to meet JAR-VLA.
5,Eliza (ship), The Eliza was a sloop-rigged longboat that was involved in the rescue of the survivors of the wreck of the Sydney Cove in 1797.The Eliza sailed from Sydney on 30 May 1797 to Preservation Island in Bass Strait. On arrival the Eliza took on board several survivors and some cargo. Under the command of Archibald Armstrong Eliza sailed for Sydney but was never seen again. In 1803 a large boat was found between Port Phillip and Westernport by HMS Calcutta and it was thought that it was the Eliza.
5,EMD GM6C, The GM6C was a solitary testbed electric locomotive for freight duties built by General Motors' Electro-Motive Division of the United States in collaboration with ASEA of Sweden. It was rolled out from EMD's La Grange Illinois plant on May 1 1975. Equipped with close to standard C-C HTC trucks and traction motors it was designed for lower-speed drag freight service.
5,German submarine U-555, German submarine U-555 was a Type VIIC U-boat of Nazi Germany's Kriegsmarine during World War II. The submarine was laid down on 2 January 1940 at the Blohm & Voss yard in Hamburg as 'werk' 531 launched on 7 December 1940 and commissioned on 30 January 1941 under the command of Kapitänleutnant Hans-Joachim Horrer.
5,SS Cufic (1888), SS Cufic was a livestock carrier built by Harland and Wolff for the White Star Line in 1888. Her sister ship was the SS Runic. She ran the Liverpool to New York route. In 1896 Cufic was chartered to a Spanish shipping company and renamed Nuestra Señora de Guadalupe. She played a role in the Cuban Revolution transporting horses between Spain and Cuba.In 1898 she was returned to the White Star Line resuming the name Cufic.
5,Gazda Helicospeeder, The Gazda Helicospeeder was an American-built single-seat single-rotor helicopter of the 1940s.
5,GE U36B, GE U36B was a diesel-electric locomotive produced by General Electric beginning in 1969. The U36B was GE's 3600 hp (2.7 MW) answer to the power race with EMD. Only 3 railroads bought this locomotive.
5,SM UB-30, SM UB-30 was a German Type UB II submarine or U-boat in the German Imperial Navy (German: Kaiserliche Marine) during World War I. The U-boat was ordered on 22 July 1915 and launched on 16 November 1915. She was commissioned into the German Imperial Navy on 18 March 1916 as SM UB-30.The submarine sank 18 ships in 19 patrols.
5,HMS Saracen (P247), HMS Saracen was an S class submarine of the Royal Navy and part of the Third Group built of that class. She was built by Cammell Laird and launched on 16 February 1942.
5,USS Turner (DD-648), USS Turner (DD-648) a Gleaves-class destroyer was the second ship of the United States Navy to be named for Captain Daniel Turner.
5,Saab 340 AEW&C, The Saab 340 AEW&C is a Swedish airborne early warning and control (AEW&C) aircraft;a variant of the Saab 340 aircraft is designated S 100B Argus by the Swedish Air Force.
5,HMCS St. Eloi, HMCS St. Eloi was one of twelve Battle class naval trawlers used by the Royal Canadian Navy (RCN). Named after the Action of the St. Eloi Craters she was built by Polson Iron Works in Toronto Ontario and was commissioned on 13 November 1917. Decommissioned in 1920 she was turned over to the Department of Marine and Fisheries and like sister ships HMCS Messines HMCS St. Julien and HMCS Vimy was converted to a lightship eventually being designated Lightship No.
5,Kia Soul, The Kia Soul is a compact car designed at Kia's design center in California unveiled at the 2008 Paris Motor Show manufactured in South Korea and marketed globally beginning with model year 2010.
5,USS Nemesis (SP-343), USS Nemesis (SP-343) was a patrol vessel that served in the United States Navy from 1917 to 1918.Nemesis was built as a private motorboat of the same name in 1896 by G. Smith at Patchogue Long Island New York. On 25 May 1917 the U.S. Navy acquired her under a free lease from her owner W. L. Suyden of Else Point Long Island New York for use as a patrol boat during World War I. She was placed in service as USS Nemesis (SP-343) on 7 June 1917.
5,USS Screven (AK-210), USS Screven (AK-210) was an Alamosa-class cargo ship that was constructed for the U.S. Navy during the closing period of World War II. She served in the Pacific Ocean theatre of operations and returned home in 1946 to be placed into the mothball fleet where she remained until sold in 1947 for commercial maritime service.
5,Tokyo Koku Ki-107, The Tokyo Koku Ki-107 was a Japanese military training aircraft for the Imperial Japanese Army Air Force. The Ki-107 was a wooden-built low-wing two-seat monoplane with an open cockpit. Powered by a Hitachi Hatsukaze Ha-47 (Ha-11) inline piston engine it first flew in October 1943.
5,Wackett Warrigal, The Warrigal I and II were Australian aircraft designed by Squadron Leader Lawrence James Wackett and built by the Experimental Section of the Royal Australian Air Force (RAAF) at Randwick New South Wales during the late 1920s. They were both single-engined two-seat biplanes of mixed wood and metal construction. The Warrigal I was the first aircraft designed and built in Australia to an official RAAF specification.
5,Russian battlecruiser Admiral Nakhimov, Admiral Nakhimov (Russian: Адмирал Нахимов) is the third battlecruiser of the Kirov class. The ship was known as the Kalinin (Калинин) until 1992.
5,USS Drayton (DD-23), USS Drayton (DD-23) was a Paulding-class destroyer in the United States Navy. She was the first ship named for Captain Percival Drayton.Drayton was launched on 22 August 1910 by Bath Iron Works Bath Maine sponsored by Miss E. G. Drayton niece of Captain Drayton and commissioned on 29 October 1910 Lieutenant Commander H. C. Dinger in command.
